Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
The Summer I Turned Pretty,"Han, Jenny",,,,Florida,Clay County School District,2023-2024
To All the Boys I've Loved Before,"Han, Jenny",,,,Florida,Clay County School District,2023-2024
The Nightingale,"Hannah, Kristin",,,,Florida,Clay County School District,2023-2024
For the Love: Fighting for Grace in a World of Impossible Standards,"Hatmaker, Jen",,,,Florida,Clay County School District,2023-2024
Olive's Ocean,"Henkes, Kevin",,,,Florida,Clay County School District,2023-2024
We Contain Multitudes,"Henstra, Sarah",,,,Florida,Clay County School District,2023-2024
The Last Cuentista,"Higuera, Donna Barba",,,,Florida,Clay County School District,2023-2024
The Misfits,"Howe, James",,,,Florida,Clay County School District,2023-2024
Born at Midnight,"Hunter, C. C.",,,,Florida,Clay County School District,2023-2024
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Florida,Clay County School District,2023-2024
Howl,"Hutchinson, Shaun David",,,,Florida,Clay County School District,2023-2024
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",,,,Florida,Clay County School District,2023-2024
"At Last, Jedi: A Christina Starspeeder Story","Ignatow, Amy","Krosoczka, Jarrett J.","Krosoczka, Jarrett J.",,Florida,Clay County School District,2023-2024
Love and Other Fiascos with Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
Research for the Social Improvement and General Betterment of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
The Awesomely Awful Melodies of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
The Less-Than-Hidden Secrets and Final Revelations of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
The Long-Distance Dispatch Between Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
The Rocky Road Trip of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
Words of (Questionable) Wisdom from Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy",,,,Florida,Clay County School District,2023-2024
The Librarian of Auschwitz,"Iturbe, Antonio",,"Thwaites, Lilit",,Florida,Clay County School District,2023-2024
A Good Girl's Guide to Murder,"Jackson, Holly",,,,Florida,Clay County School District,2023-2024
Hani and Ishu's Guide to Fake Dating,"Jaigirdar, Adiba",,,,Florida,Clay County School District,2023-2024
All's Faire in Middle School,"Jamieson, Victoria",,,,Florida,Clay County School District,2023-2024
When Stars are Scattered,"Jamieson, Victoria","Mohamed, Omar","Geddy, Iman",,Florida,Clay County School District,2023-2024
The Hundred Thousand Kingdoms,"Jemisin, N. K.",,,,Florida,Clay County School District,2023-2024
Harry Versus the First 100 Days of School,"Jenkins, Emily",,"Oswald, Pete",,Florida,Clay County School District,2023-2024
(Don't) Call Me Crazy: 33 Voices Start the Conversation,"Jensen, Kelly",,,,Florida,Clay County School District,2023-2024
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",,,,Florida,Clay County School District,2023-2024
Part of Your World,"Jimenez, Abby",,,,Florida,Clay County School District,2023-2024
Love is the Drug,"Johnson, Alaya Dawn",,,,Florida,Clay County School District,2023-2024
The Summer Prince,"Johnson, Alaya Dawn",,,,Florida,Clay County School District,2023-2024
"Technically, You Started It","Johnson, Lana Wood",,,,Florida,Clay County School District,2023-2024
The Sign of the Cat,"Jonell, Lynee",,,,Florida,Clay County School District,2023-2024
A Song Only I Can Hear,"Jonsberg, Barry",,,,Florida,Clay County School District,2023-2024
The Iron Queen,"Kagawa, Julie",,,,Florida,Clay County School District,2023-2024
"Get a Grip, Vivy Cohen","Kapit, Sarah",,,,Florida,Clay County School District,2023-2024
120 Banned Books: Censorship Histories of World Literature,"Karolides, Nicholas J.","Bald, Margaret; Sova, Dawn B.; Soloway, Jeff",,,Florida,Clay County School District,2023-2024
Hello Universe,"Kelly, Erin Entrada",,,,Florida,Clay County School District,2023-2024
Shut Out,"Keplinger, Kody",,,,Florida,Clay County School District,2023-2024
That's Not What Happened,"Keplinger, Kody",,,,Florida,Clay County School District,2023-2024
On the Road,"Kerouac, Jack",,,,Florida,Clay County School District,2023-2024
Emily Windsnap and the Pirate Prince,"Kessler, Liz",,"Farley, Erin",,Florida,Clay County School District,2023-2024
Darius the Great Is Not Okay,"Khorram, Adib",,,,Florida,Clay County School District,2023-2024
1922,"King, Stephen",,,,Florida,Clay County School District,2023-2024
11/22/63: A Novel,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Apt Pupil,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Bag of Bones,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Billy Summers,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Black House,"King, Stephen","Straub, Peter",,,Florida,Clay County School District,2023-2024
Blaze,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Blockade Billy,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Carrie,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Cell,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Christine,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Cujo,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Danse Macabre,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Delores Claiborne,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Different Seasons: Four Novellas,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Doctor Sleep,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Dreamcatcher,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Duma Key,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Elevation,"King, Stephen",,,,Florida,Clay County School District,2023-2024
End of Watch,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Everything's Eventual: 14 Dark Tales,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Finders Keepers,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Firestarter (SK),"King, Stephen",,,,Florida,Clay County School District,2023-2024
Four Past Midnight,"King, Stephen",,,,Florida,Clay County School District,2023-2024
From a Buick 8,"King, Stephen",,,,Florida,Clay County School District,2023-2024
"Full Dark, No Stars","King, Stephen",,,,Florida,Clay County School District,2023-2024
Gwendy's Button Box,"King, Stephen","Chizmar, Richard",,,Florida,Clay County School District,2023-2024
Gwendy's Final Task,"King, Stephen","Chizmar, Richard",,,Florida,Clay County School District,2023-2024
Hearts in Atlantis,"King, Stephen",,,,Florida,Clay County School District,2023-2024
If It Bleeds,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Insomnia,"King, Stephen",,,,Florida,Clay County School District,2023-2024
It,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Joyland,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Just After Sunset,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Lisey's Story,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Misery,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Mr. Mercedes,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Needful Things,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Nightmares and Dreamscapes,"King, Stephen",,,,Florida,Clay County School District,2023-2024
On Writing: A Memoir of the Craft,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Pet Sematary,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Revival,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Rose Madder,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Salem's Lot,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Skeleton Crew,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Sleeping Beauties,"King, Stephen","King, Owen",,,Florida,Clay County School District,2023-2024
Song of Susannah,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Storm of the Century: An Original Screenplay,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Bachman Books,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Bazaar of Bad Dreams,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Dark Half,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Dark Tower,"King, Stephen",,"Whelan, Michael",,Florida,Clay County School District,2023-2024
The Dead Zone,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Drawing of the Three,"King, Stephen",,"Hale, Phil",,Florida,Clay County School District,2023-2024
The Girl Who Loved Tom Gordon,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Green Mile,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Gunslinger,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Institute,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Long Walk,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Mist,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Outsider,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Running Man,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Shining,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Stand,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Talisman,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Tommyknockers,"King, Stephen",,,,Florida,Clay County School District,2023-2024
The Waste Lands,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Thinner,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Under the Dome,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Wizard and Glass,"King, Stephen",,,,Florida,Clay County School District,2023-2024
Wolves of the Calla,"King, Stephen",,,,Florida,Clay County School District,2023-2024
See You at Harry's,"Knowles, Jo",,,,Florida,Clay County School District,2023-2024
Intensity,"Koontz, Dean R.",,,,Florida,Clay County School District,2023-2024
Saint Odd,"Koontz, Dean R.",,,,Florida,Clay County School District,2023-2024
Seize the Night,"Koontz, Dean R.",,,,Florida,Clay County School District,2023-2024
The Voice of the Night,"Koontz, Dean R.",,,,Florida,Clay County School District,2023-2024
Whispers,"Koontz, Dean R.",,,,Florida,Clay County School District,2023-2024
Into the Wild,"Krakauer, Jon",,,,Florida,Clay County School District,2023-2024
Hold Still,"LaCour, Nina",,,,Florida,Clay County School District,2023-2024
Grave Mercy,"LaFevers, Robin",,,,Florida,Clay County School District,2023-2024
Lily and the Night Creatures,"Lake, Nick",,"Gravett, Emily",,Florida,Clay County School District,2023-2024
For the Right to Learn: Malala Yousafzai's Story,"Langston-George, Rebecca",,"Bock, Janna Rose",,Florida,Clay County School District,2023-2024
Strangeworlds Travel Agency,"Lapinski, L.D.",,,,Florida,Clay County School District,2023-2024
My Sister Rosa,"Larbalestier, Justine",,,,Florida,Clay County School District,2023-2024
The Girl with the Dragon Tattoo,"Larsson, Stieg",,,"Keeland, Reg",Florida,Clay County School District,2023-2024
A Clash of Steel: A Treasure Island Remix,"Lee, C. B.",,,,Florida,Clay County School District,2023-2024
The Fever King,"Lee, Victoria",,,,Florida,Clay County School District,2023-2024
Kingsbane,"Legrand, Claire",,,,Florida,Clay County School District,2023-2024
Lightbringer,"Legrand, Claire",,,,Florida,Clay County School District,2023-2024
Summer of Salt,"Leno, Katrina",,,,Florida,Clay County School District,2023-2024
21 Proms,"Levithan, David","Anderson, Jodi Lynn; Black, Holly; Bray, Libba; Cohn, Rachel; Craft, Elizabeth; de la Cruz, Melissa; Ehrenhoft, Daniel; Friedman, Aimee; Green, John; Hartinger, Brent; Leitch, Will; Lockhart, E.; Margolis, Leslie; Merrell, Billy; Mlynowski, Sarah; Sandell, Lisa Ann; Vizzini, Ned; von Ziegesar, Cecily; Vrettas, Adrienne Maria; Woodson, Jacqueline",,,Florida,Clay County School District,2023-2024
Take Me With You When You Go,"Levithan, David","Niven, Jennifer",,,Florida,Clay County School District,2023-2024
The Lover's Dictionary,"Levithan, David",,,,Florida,Clay County School District,2023-2024
The Family Fletcher Takes Rock Island,"Levy, Dana Alison",,,,Florida,Clay County School District,2023-2024
Love in the Time of Global Warming,"Lia Block, Francesca",,,,Florida,Clay County School District,2023-2024
Remarkably Ruby,"Libenson, Terri",,,,Florida,Clay County School District,2023-2024
The Grace Year,"Liggett, Kim",,,,Florida,Clay County School District,2023-2024
Elatsoe,"Little Badger, Darcie",,"Cai, Rovina",,Florida,Clay County School District,2023-2024
Dramarama,"Lockhart, E.",,,,Florida,Clay County School District,2023-2024
We Were Liars,"Lockhart, E.",,,,Florida,Clay County School District,2023-2024
Half a Chance,"Lord, Cynthia",,,,Florida,Clay County School District,2023-2024
Touch Blue,"Lord, Cynthia",,,,Florida,Clay County School District,2023-2024
The Invisible Boy,"Ludwig, Trudy",,"Barton, Patrice",,Florida,Clay County School District,2023-2024
The Spellman Files,"Lutz, Lisa",,,,Florida,Clay County School District,2023-2024
The Swallows,"Lutz, Lisa",,,,Florida,Clay County School District,2023-2024
"Vegan, Virgin, Valentine","Mackler, Carolyn",,,,Florida,Clay County School District,2023-2024
Ignite Me,"Mafi, Tahereh",,,,Florida,Clay County School District,2023-2024
37 Things I Love (in no particular order),"Magoon, Kekla",,,,Florida,Clay County School District,2023-2024
Cress Watercress,"Maguire, Gregory",,"Litchfield, David",,Florida,Clay County School District,2023-2024
A Clash of Kings,"Martin, George R. R.",,,,Florida,Clay County School District,2023-2024
A Feast for Crows,"Martin, George R. R.",,,,Florida,Clay County School District,2023-2024
"A Game of Thrones: The Graphic Novel, Vol. 1","Martin, George R. R.","Abraham, Daniel","Patterson, Tommy",,Florida,Clay County School District,2023-2024
"A Game of Thrones: The Graphic Novel, Vol. 2","Martin, George R. R.","Abraham, Daniel","Patterson, Tommy",,Florida,Clay County School District,2023-2024
"A Game of Thrones: The Graphic Novel, Vol. 3","Martin, George R. R.","Abraham, Daniel","Patterson, Tommy",,Florida,Clay County School District,2023-2024
"A Game of Thrones: The Graphic Novel, Vol. 4","Martin, George R. R.","Abraham, Daniel","Patterson, Tommy",,Florida,Clay County School District,2023-2024
"Fairy Tail, Vol. 1","Mashima, Hiro",,,,Florida,Clay County School District,2023-2024
"Fairy Tail, Vol. 2","Mashima, Hiro",,,,Florida,Clay County School District,2023-2024
"Fairy Tail, Vol. 5","Mashima, Hiro",,,,Florida,Clay County School District,2023-2024
Without Annette,"Mason, Jane B.",,,,Florida,Clay County School District,2023-2024
The Miscalculations of Lightning Girl,"McAnulty, Stacy",,,,Florida,Clay County School District,2023-2024
Pushing the Limits,"McGarry, Katie",,,,Florida,Clay County School District,2023-2024
The Thousandth Floor,"McGee, Katharine",,,,Florida,Clay County School District,2023-2024
In a Handful of Dust,"McGinnis, Mindy",,,,Florida,Clay County School District,2023-2024
Not a Drop to Drink,"McGinnis, Mindy",,,,Florida,Clay County School District,2023-2024
Every Heart a Doorway,"McGuire, Seanan",,,,Florida,Clay County School District,2023-2024
Wake,"McMann, Lisa",,,,Florida,Clay County School District,2023-2024
Comanche Moon,"McMurty, Larry",,,,Florida,Clay County School District,2023-2024
Lonesome Dove,"McMurty, Larry",,,,Florida,Clay County School District,2023-2024
Streets of Laredo,"McMurty, Larry",,,,Florida,Clay County School District,2023-2024
Blood Promise,"Mead, Richelle",,,,Florida,Clay County School District,2023-2024
Last Sacrifice,"Mead, Richelle",,,,Florida,Clay County School District,2023-2024
Spirit Bound,"Mead, Richelle",,,,Florida,Clay County School District,2023-2024
