Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Cashelmara,"Howatch, Susan",,,,Florida,Escambia County Public Schools,2023-2024
Conversion,"Howe, Katherine",,,,Florida,Escambia County Public Schools,2023-2024
James Dean: Rebel Life,"Howlett, John",,,,Florida,Escambia County Public Schools,2023-2024
The Enchantment Emporium,"Huff, Tanya",,,,Florida,Escambia County Public Schools,2023-2024
Les Misérables,"Hugo, Victor",,,,Florida,Escambia County Public Schools,2023-2024
The Forest of Stolen Girls,"Hur, June",,,,Florida,Escambia County Public Schools,2023-2024
At the Edge of the Universe,"Hutchinson, Shaun David",,,,Florida,Escambia County Public Schools,2023-2024
Feral Youth,"Hutchinson, Shaun David","Young, Suzanne; Nijkamp, Marieke; Talley, Robin; Kuehn, Stephanie; Myers, E.C.; Floreen, Tim; Johnson, Alaya Dawn; Ireland, Justina; Colbert, Brandy",,,Florida,Escambia County Public Schools,2023-2024
The Apocalypse of Elena Mendoza,"Hutchinson, Shaun David",,,,Florida,Escambia County Public Schools,2023-2024
A Wounded Name,"Hutchison, Dot",,,,Florida,Escambia County Public Schools,2023-2024
Becoming Chloe,"Hyde, Catherine Ryan",,,,Florida,Escambia County Public Schools,2023-2024
Journey to the River Sea,"Ibbotson, Eva",,,,Florida,Escambia County Public Schools,2023-2024
Blood Memory,"Iles, Greg",,,,Florida,Escambia County Public Schools,2023-2024
Every Body Looking,"Iloh, Candice",,,,Florida,Escambia County Public Schools,2023-2024
Crime and Detection: History and Methods of Torture,"Innes, Brian",,,,Florida,Escambia County Public Schools,2023-2024
The Librarian of Auschwitz: The Graphic Novel,"Iturbe, Antonio","Rubio, Salva","Aroca, Loreto","Thwaites, Lilit",Florida,Escambia County Public Schools,2023-2024
As Good as Dead,"Jackson, Holly",,,,Florida,Escambia County Public Schools,2023-2024
"Good Girl, Bad Blood","Jackson, Holly",,,,Florida,Escambia County Public Schools,2023-2024
Let Me Hear a Rhyme,"Jackson, Tiffany D.","Sharif, Malik ""Malik-16""",,,Florida,Escambia County Public Schools,2023-2024
Anne Frank: The Anne Frank House Authorized Graphic Biography,"Jacobson, Sid","Colón, Ernie",,,Florida,Escambia County Public Schools,2023-2024
Wintersong,"Jae-Jones, S.",,,,Florida,Escambia County Public Schools,2023-2024
The Murder Room,"James, P. D.",,,,Florida,Escambia County Public Schools,2023-2024
"The World Almanac and Book of Facts, 2018","Janssen, Sarah",,,,Florida,Escambia County Public Schools,2023-2024
The Decorative Arts of Africa,"Jefferson, Louise E.",,,,Florida,Escambia County Public Schools,2023-2024
No One to Trust,"Johansen, Iris",,,,Florida,Escambia County Public Schools,2023-2024
If I Fix You,"Johnson, Abigail",,,,Florida,Escambia County Public Schools,2023-2024
The hand on the wall,"Johnson, Maureen",,,,Florida,Escambia County Public Schools,2023-2024
That Inevitable Victorian Thing,"Johnston, E. K",,,,Florida,Escambia County Public Schools,2023-2024
"Exit, Pursued by a Bear","Johnston, E. K.",,,,Florida,Escambia County Public Schools,2023-2024
Tips on Having a Gay (Ex) Boyfriend,"Jones, Carrie",,,,Florida,Escambia County Public Schools,2023-2024
The Path of Daggers,"Jordan, Robert",,,,Florida,Escambia County Public Schools,2023-2024
Winter's Heart,"Jordan, Robert",,,,Florida,Escambia County Public Schools,2023-2024
A River of Royal Blood,"Joy, Amanda",,,,Florida,Escambia County Public Schools,2023-2024
A Portrait of the Artist as a Young Man,"Joyce, James",,,,Florida,Escambia County Public Schools,2023-2024
Dubliners and A Portrait of the Artist as a Young Man and Other Works,"Joyce, James",,,,Florida,Escambia County Public Schools,2023-2024
Ulysses,"Joyce, James",,,,Florida,Escambia County Public Schools,2023-2024
"The Fashion Committee: A Novel of Art, Crime, and Applied Design","Juby, Susan",,,,Florida,Escambia County Public Schools,2023-2024
AIDS and HIV: Risky Business (Teen Issues),"Jussim, Daniel",,,,Florida,Escambia County Public Schools,2023-2024
Teardrop,"Kate, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Torment,"Kate, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
All Rights Reserved,"Katsoulis, Gregory Scott",,,,Florida,Escambia County Public Schools,2023-2024
Gemina,"Kaufman, Amie",,,,Florida,Escambia County Public Schools,2023-2024
Illuminae,"Kaufman, Amie",,,,Florida,Escambia County Public Schools,2023-2024
El Sol Y Sus Flores,"Kaur, Rupi",,,,Florida,Escambia County Public Schools,2023-2024
The Sound of Letting Go,"Kehoe, Stasia Ward",,,,Florida,Escambia County Public Schools,2023-2024
The Incredible Adventures of Cinnamon Girl,"Keil, Melissa",,,,Florida,Escambia County Public Schools,2023-2024
The Royals: With the Latest on the Royal Family,"Kelley, Kitty",,,,Florida,Escambia County Public Schools,2023-2024
A Curse So Dark and Lonely,"Kemmerer, Brigid",,,,Florida,Escambia County Public Schools,2023-2024
A Heart So Fierce and Broken,"Kemmerer, Brigid",,,,Florida,Escambia County Public Schools,2023-2024
Schindler's List,"Keneally, Thomas",,,,Florida,Escambia County Public Schools,2023-2024
Stealing Parker,"Kenneally, Miranda",,,,Florida,Escambia County Public Schools,2023-2024
Space: a memoir,"Kercheval, Jesse Lee",,,,Florida,Escambia County Public Schools,2023-2024
Little Peach,"Kern, Peggy",,,,Florida,Escambia County Public Schools,2023-2024
"Pointe, Claw","Keyser, Amber J.",,,,Florida,Escambia County Public Schools,2023-2024
The Love and Lies of Rukhsana Ali,"Khan, Sabina",,,,Florida,Escambia County Public Schools,2023-2024
Things in Jars,"Kidd, Jess",,,,Florida,Escambia County Public Schools,2023-2024
Tradition,"Kiely, Brendan",,,,Florida,Escambia County Public Schools,2023-2024
Miracle Creek,"Kim, Angie",,,,Florida,Escambia County Public Schools,2023-2024
The Plotters,"Kim, On-su",,,,Florida,Escambia County Public Schools,2023-2024
Vortex: An Insignia Novel,"Kincaid, S. J.",,,,Florida,Escambia County Public Schools,2023-2024
Dig,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Everybody Sees the Ants,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Glory O'Brien's History of the Future,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
I Crawl Through It,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Please Ignore Vera Dietz,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Reality Boy,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Still Life with Tornado,"King, A. S.",,,,Florida,Escambia County Public Schools,2023-2024
Maya Angelou: Greeting the Morning,"King, Sarah E.",,,,Florida,Escambia County Public Schools,2023-2024
Night Shift,"King, Stephen",,,,Florida,Escambia County Public Schools,2023-2024
The Bean Trees,"Kingsolver, Barbara",,,,Florida,Escambia County Public Schools,2023-2024
"Naruto, Vol. 11: Impassioned efforts","Kishimoto, Masashi",,,,Florida,Escambia County Public Schools,2023-2024
"Naruto, Vol. 2: Test of a Ninja","Kishimoto, Masashi",,,,Florida,Escambia County Public Schools,2023-2024
"Naruto, Vol. 28: Homecoming","Kishimoto, Masashi",,,,Florida,Escambia County Public Schools,2023-2024
"Naruto, Vol. 38: Practice Makes Perfect","Kishimoto, Masashi",,,,Florida,Escambia County Public Schools,2023-2024
"Naruto, Vol. 52: Cell Seven Reunion","Kishimoto, Masashi",,,,Florida,Escambia County Public Schools,2023-2024
Gert Garibaldi's Rants and Raves: One Butt Cheek at a Time,"Kizer, Amber",,,,Florida,Escambia County Public Schools,2023-2024
Firestorm,"Klass, David",,,,Florida,Escambia County Public Schools,2023-2024
Strays,"Koertge, Ronald",,,,Florida,Escambia County Public Schools,2023-2024
Obasan,"Kogawa, Joy",,,,Florida,Escambia County Public Schools,2023-2024
Honestly Ben,"Konigsberg, Bill",,,,Florida,Escambia County Public Schools,2023-2024
The Porcupine of Truth,"Konigsberg, Bill",,,,Florida,Escambia County Public Schools,2023-2024
Ancient World Commanders: From the Trojan War to the Fall of Rome,"Konstam, Angus",,,,Florida,Escambia County Public Schools,2023-2024
Dark Rivers of the Heart,"Koontz, Dean R.",,,,Florida,Escambia County Public Schools,2023-2024
False Memory,"Koontz, Dean R.",,,,Florida,Escambia County Public Schools,2023-2024
Phantoms,"Koontz, Dean R.",,,,Florida,Escambia County Public Schools,2023-2024
Watchers,"Koontz, Dean R.",,,,Florida,Escambia County Public Schools,2023-2024
The Influential Woman,"Kraft, Vickie",,,,Florida,Escambia County Public Schools,2023-2024
Bent Heavens,"Kraus, Daniel",,,,Florida,Escambia County Public Schools,2023-2024
The Cat King of Havana,"Kreicbergs, Toms",,,,Florida,Escambia County Public Schools,2023-2024
Leonardo da Vinci,"Krensky, Stephen",,,,Florida,Escambia County Public Schools,2023-2024
The Smaller Evil,"Kuehn, Stephanie",,,,Florida,Escambia County Public Schools,2023-2024
When I Am Through with You,"Kuehn, Stephanie",,,,Florida,Escambia County Public Schools,2023-2024
The Mars Room,"Kushner, Rachel",,,,Florida,Escambia County Public Schools,2023-2024
Who Was Maya Angelou?,"Labrecque, Ellen",,"Putra, Dede",,Florida,Escambia County Public Schools,2023-2024
Courting Darkness,"LaFevers, Robin",,,,Florida,Escambia County Public Schools,2023-2024
Dark Triumph,"LaFevers, Robin",,,,Florida,Escambia County Public Schools,2023-2024
Mortal Heart,"LaFevers, Robin",,,,Florida,Escambia County Public Schools,2023-2024
The Namesake,"Lahiri, Jhumpa",,,,Florida,Escambia County Public Schools,2023-2024
I Know This Much Is True,"Lamb, Wally",,,,Florida,Escambia County Public Schools,2023-2024
Red Spikes,"Lanagan, Margo",,,,Florida,Escambia County Public Schools,2023-2024
Liar,"Larbalestier, Justine",,,,Florida,Escambia County Public Schools,2023-2024
"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","Larson, Erik",,,,Florida,Escambia County Public Schools,2023-2024
The Girl Who Kicked the Hornet's Nest,"Larsson, Stieg",,,,Florida,Escambia County Public Schools,2023-2024
Daniel Boone,"Lawlor, Laurie",,,,Florida,Escambia County Public Schools,2023-2024
Monument 14,"Laybourne, Emmy",,,,Florida,Escambia County Public Schools,2023-2024
Monument 14: Savage Drift,"Laybourne, Emmy",,,,Florida,Escambia County Public Schools,2023-2024
Monument 14: Sky On Fire,"Laybourne, Emmy",,,,Florida,Escambia County Public Schools,2023-2024
Chew,"Layman, John",,"Guillory, Rob",,Florida,Escambia County Public Schools,2023-2024
The Last Boy: Mickey Mantle and the End of America's Childhood,"Leavy, Jane",,,,Florida,Escambia County Public Schools,2023-2024
The Gentleman's Guide to Vice and Virtue,"Lee, Mackenzi",,,,Florida,Escambia County Public Schools,2023-2024
The Lady's Guide to Petticoats and Piracy,"Lee, Mackenzi",,,,Florida,Escambia County Public Schools,2023-2024
Excelsior!: The Amazing Life of Stan Lee,"Lee, Stan",,,,Florida,Escambia County Public Schools,2023-2024
In Another Time,"Leech, Caroline",,,,Florida,Escambia County Public Schools,2023-2024
Stephen Spender: A Life in Modernism,"Leeming, David Adams",,,,Florida,Escambia County Public Schools,2023-2024
Furyborn,"Legrand, Claire",,,,Florida,Escambia County Public Schools,2023-2024
Sawkill Girls,"Legrand, Claire",,,,Florida,Escambia County Public Schools,2023-2024
You Must Not Miss,"Leno, Katrina",,,,Florida,Escambia County Public Schools,2023-2024
What If We Were...,"Lenoir, Axelle",,,,Florida,Escambia County Public Schools,2023-2024
"Love, Cajun Style","Les Becquets, Diane",,,,Florida,Escambia County Public Schools,2023-2024
Guardian (JL),"Lester, Julius",,,,Florida,Escambia County Public Schools,2023-2024
Water Dancer,"Levin, Jenifer",,,,Florida,Escambia County Public Schools,2023-2024
Hold Me Closer: The Tiny Cooper Story,"Levithan, David",,,,Florida,Escambia County Public Schools,2023-2024
"How They Met, and Other Stories","Levithan, David",,,,Florida,Escambia County Public Schools,2023-2024
The Realm of Possibility,"Levithan, David",,,,Florida,Escambia County Public Schools,2023-2024
That Hideous Strength: A Modern Fairy-Tale for Grown-Ups,"Lewis, C. S.",,,,Florida,Escambia County Public Schools,2023-2024
Babbitt,"Lewis, Sinclair",,,,Florida,Escambia County Public Schools,2023-2024
Unravel the Dusk,"Lim, Elizabeth",,,,Florida,Escambia County Public Schools,2023-2024
The Illustrated Guide to the Supernatural,"Litvinoff, Sarah",,,,Florida,Escambia County Public Schools,2023-2024
The Valiant,"Livingston, Lesley",,,,Florida,Escambia County Public Schools,2023-2024
How Green Was My Valley,"Llewellyn, Richard",,,,Florida,Escambia County Public Schools,2023-2024
Pride of Lions,"Llywelyn, Morgan",,,,Florida,Escambia County Public Schools,2023-2024
Again Again,"Lockhart, E.",,,,Florida,Escambia County Public Schools,2023-2024
Genuine Fraud,"Lockhart, E.",,,,Florida,Escambia County Public Schools,2023-2024
"The Treasure Map of Boys: Noel, Jackson, Finn, Hutch, Gideon -- and Me, Ruby Oliver","Lockhart, E.",,,,Florida,Escambia County Public Schools,2023-2024
I am Number Four,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
The Fall of Five,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
The Fate of Ten,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
The Power of Six,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
The Revenge of Seven,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
The Rise of Nine,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
United As One,"Lore, Pittacus",,,,Florida,Escambia County Public Schools,2023-2024
Imogen Cunningham: Ideas Without End,"Lorenz, Richard",,,,Florida,Escambia County Public Schools,2023-2024
Who Killed These Girls?: The Unsolved Murders That Rocked a Texas Town,"Lowry, Beverly",,,,Florida,Escambia County Public Schools,2023-2024
Champion,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
Prodigy,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
Rebel,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
The Midnight Star,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
The Rose Society,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
The Young Elites,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
Warcross,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
Wildcard,"Lu, Marie",,,,Florida,Escambia County Public Schools,2023-2024
We Speak in Storms,"Lund, Natalie",,,,Florida,Escambia County Public Schools,2023-2024
Blood of my Blood,"Lyga, Barry",,,,Florida,Escambia County Public Schools,2023-2024
Game,"Lyga, Barry",,,,Florida,Escambia County Public Schools,2023-2024
I Hunt Killers,"Lyga, Barry",,,,Florida,Escambia County Public Schools,2023-2024
The Astonishing Adventures of Fanboy and Goth Girl,"Lyga, Barry",,,,Florida,Escambia County Public Schools,2023-2024
Killing Time in Crystal City,"Lynch, Chris",,,,Florida,Escambia County Public Schools,2023-2024
Dreamplace,"Lyon, George Ella",,,,Florida,Escambia County Public Schools,2023-2024
Sorrow's Kitchen: The Life and Folklore of Zora Neale Hurston,"Lyons, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
Corona de Medianoche,"Maas, Sarah J.",,,,Florida,Escambia County Public Schools,2023-2024
Imperio de Tormentas,"Maas, Sarah J.",,,,Florida,Escambia County Public Schools,2023-2024
Reino de Cenizas,"Maas, Sarah J.",,,,Florida,Escambia County Public Schools,2023-2024
Torre del Alba,"Maas, Sarah J.",,,,Florida,Escambia County Public Schools,2023-2024
"Tigers, Not Daughters","Mabry, Samantha",,,,Florida,Escambia County Public Schools,2023-2024
Tangled,"Mackler, Carolyn",,,,Florida,Escambia County Public Schools,2023-2024
The Ghost Runner,"MacTire, Norwyn",,,,Florida,Escambia County Public Schools,2023-2024
September Girls,"Madison, Bennett",,,,Florida,Escambia County Public Schools,2023-2024
All This Twisted Glory,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
Defy Me,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
Destroy Me,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
Imagine Me,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
Restore Me,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
Unite Me,"Mafi, Tahereh",,,,Florida,Escambia County Public Schools,2023-2024
How It Went Down,"Magoon, Kekla",,,,Florida,Escambia County Public Schools,2023-2024
Oprah Winfrey: The Real Story,"Mair, George",,,,Florida,Escambia County Public Schools,2023-2024
Giants,"Malam, John",,,,Florida,Escambia County Public Schools,2023-2024
Fragile Eternity,"Marr, Melissa",,,,Florida,Escambia County Public Schools,2023-2024
Wicked Lovely,"Marr, Melissa",,,,Florida,Escambia County Public Schools,2023-2024
A Volcano Beneath the Snow: John Brown's War Against Slavery,"Marrin, Albert",,,,Florida,Escambia County Public Schools,2023-2024
Thomas Paine: Crusader for Liberty,"Marrin, Albert",,,,Florida,Escambia County Public Schools,2023-2024
A Killing Frost,"Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
Burning for Revenge,"Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
"Darkness, Be My Friend","Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
The Dead of Night,"Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
The Night Is For Hunting,"Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
The Other Side of Dawn,"Marsden, John",,,,Florida,Escambia County Public Schools,2023-2024
A Dance with Dragons,"Martin, George R. R.",,,,Florida,Escambia County Public Schools,2023-2024
A Storm of Swords,"Martin, George R. R.",,,,Florida,Escambia County Public Schools,2023-2024
Moxie,"Mathieu, Jennifer",,,,Florida,Escambia County Public Schools,2023-2024
The Twelve Tribes of Hattie,"Mathis, Ayana",,,,Florida,Escambia County Public Schools,2023-2024
Since You've Been Gone,"Matson, Morgan",,,,Florida,Escambia County Public Schools,2023-2024
The Unexpected Everything,"Matson, Morgan",,,,Florida,Escambia County Public Schools,2023-2024
Tales of the City,"Maupin, Armistead",,,,Florida,Escambia County Public Schools,2023-2024
Dragonflight,"McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
Dragonquest,"McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
Dragonseye,"McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
"Moreta, Dragonlady of Pern","McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
The Renegades of Pern,"McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
The White Dragon,"McCaffrey, Anne",,,,Florida,Escambia County Public Schools,2023-2024
Just Fly Away,"McCarthy, Andrew",,,,Florida,Escambia County Public Schools,2023-2024
"Blood Meridian, or, The Evening Redness in the West","McCarthy, Cormac",,,,Florida,Escambia County Public Schools,2023-2024
The Road,"McCarthy, Cormac",,,,Florida,Escambia County Public Schools,2023-2024
How I Grew,"McCarthy, Mary",,,,Florida,Escambia County Public Schools,2023-2024
The White Darkness,"McCaughrean, Geraldine",,,,Florida,Escambia County Public Schools,2023-2024
Where the World Ends,"McCaughrean, Geraldine",,,,Florida,Escambia County Public Schools,2023-2024
Angela's Ashes: A Memoir,"McCourt, Frank",,,,Florida,Escambia County Public Schools,2023-2024
"Gypsies, Wanderers of the World","McDowell, Bart",,,,Florida,Escambia County Public Schools,2023-2024
American Royals,"McGee, Katharine",,,,Florida,Escambia County Public Schools,2023-2024
Majesty,"McGee, Katharine",,,,Florida,Escambia County Public Schools,2023-2024
Reign,"McGee, Katharine",,,,Florida,Escambia County Public Schools,2023-2024
Rivals,"McGee, Katharine",,,,Florida,Escambia County Public Schools,2023-2024
A Madness So Discreet,"McGinnis, Mindy",,,,Florida,Escambia County Public Schools,2023-2024
Bathe the Cat,"McGinty, Alice B.",,"Roberts, David",,Florida,Escambia County Public Schools,2023-2024
Just Breathe,"McGovern, Cammie",,,,Florida,Escambia County Public Schools,2023-2024
Step Up,"McKayhan, Monica",,,,Florida,Escambia County Public Schools,2023-2024
The Nanny Diaries,"McLaughlin, Emma",,,,Florida,Escambia County Public Schools,2023-2024
One of Us is Next,"McManus, Karen M.",,,,Florida,Escambia County Public Schools,2023-2024
Two Can Keep a Secret,"McManus, Karen M.",,,,Florida,Escambia County Public Schools,2023-2024
The Chalice and the Blade,"McReynolds, Glenna",,,,Florida,Escambia County Public Schools,2023-2024
Frostbite,"Mead, Richelle",,,,Florida,Escambia County Public Schools,2023-2024
Shadow Kiss,"Mead, Richelle",,,,Florida,Escambia County Public Schools,2023-2024
Suck It Up,"Meehl, Brian",,,,Florida,Escambia County Public Schools,2023-2024
We Set the Dark on Fire,"Mejia, Tehlor Kay",,,,Florida,Escambia County Public Schools,2023-2024
Chirp,"Messner, Kate",,,,Florida,Escambia County Public Schools,2023-2024
"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy","Meyer, L. A.",,,,Florida,Escambia County Public Schools,2023-2024
"Curse of the Blue Tattoo: Being an Account of the Misadventures of Jacky Faber, Midshipman and Fine Lady","Meyer, L. A.",,,,Florida,Escambia County Public Schools,2023-2024
Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber,"Meyer, L. A.",,,,Florida,Escambia County Public Schools,2023-2024
Cinder,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Cress,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Cursed,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Gilded,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Scarlet,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Stars Above: A Lunar Chronicles Collection,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Supernova,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Winter,"Meyer, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Eclipse,"Meyer, Stephenie",,,,Florida,Escambia County Public Schools,2023-2024
Life and Death: Twilight Reimagined,"Meyer, Stephenie",,,,Florida,Escambia County Public Schools,2023-2024
Midnight Sun,"Meyer, Stephenie",,,,Florida,Escambia County Public Schools,2023-2024
New Moon,"Meyer, Stephenie",,,,Florida,Escambia County Public Schools,2023-2024
Twilight,"Meyer, Stephenie",,,,Florida,Escambia County Public Schools,2023-2024
The Eternal Ones: What If Love Refused to Die?,"Miller, Kirsten",,,,Florida,Escambia County Public Schools,2023-2024
Free to Fall,"Miller, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Robot Explorers,"Miller, Ron",,,,Florida,Escambia County Public Schools,2023-2024
Watch for Me By Moonlight,"Mitchard, Jacquelyn",,,,Florida,Escambia County Public Schools,2023-2024
The Ten Things We Did (and Probably Shouldn't Have),"Mlynowski, Sarah",,,,Florida,Escambia County Public Schools,2023-2024
Coping As a Survivor of Violent Crime,"Moe, Barbara A.",,,,Florida,Escambia County Public Schools,2023-2024
Facts and Fallacies,"Morgan, Chris",,,,Florida,Escambia County Public Schools,2023-2024
Slay,"Morris, Brittney",,,,Florida,Escambia County Public Schools,2023-2024
Songs in Ordinary Time,"Morris, Mary McGarry",,,,Florida,Escambia County Public Schools,2023-2024
Caravaggio: Painter on the Run,"Moss, Marissa",,,,Florida,Escambia County Public Schools,2023-2024
Me Before You,"Moyes, Jojo",,,,Florida,Escambia County Public Schools,2023-2024
Ashen Winter,"Mullin, Mike",,,,Florida,Escambia County Public Schools,2023-2024
Ashfall,"Mullin, Mike",,,,Florida,Escambia County Public Schools,2023-2024
Sunrise,"Mullin, Mike",,,,Florida,Escambia County Public Schools,2023-2024
1Q84,"Murakami, Haruki",,,,Florida,Escambia County Public Schools,2023-2024
Kafka on the Shore,"Murakami, Haruki",,,,Florida,Escambia County Public Schools,2023-2024
Dumplin',"Murphy, Julie",,,,Florida,Escambia County Public Schools,2023-2024
Puddin',"Murphy, Julie",,,,Florida,Escambia County Public Schools,2023-2024
"The Dozier School for Boys: Forensics, Survivors, and a Painful Past","Murray, Elizabeth A.",,,,Florida,Escambia County Public Schools,2023-2024
Africa: Cultural Atlas For Young People,"Murray, Jocelyn",,,,Florida,Escambia County Public Schools,2023-2024
Cultural Atlas of Africa,"Murray, Jocelyn",,,,Florida,Escambia County Public Schools,2023-2024
145th Street: Short Stories,"Myers, Walter Dean",,,,Florida,Escambia County Public Schools,2023-2024
Fallen Angels,"Myers, Walter Dean",,,,Florida,Escambia County Public Schools,2023-2024
Slam!,"Myers, Walter Dean",,,,Florida,Escambia County Public Schools,2023-2024
What They Found: Love on 145th Street,"Myers, Walter Dean",,,,Florida,Escambia County Public Schools,2023-2024
ttfn,"Myracle, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Storm,"Napoli, Donna Jo",,,,Florida,Escambia County Public Schools,2023-2024
Zel,"Napoli, Donna Jo",,,,Florida,Escambia County Public Schools,2023-2024
"Science Encyclopedia: Atom Smashing, Food Chemistry, Animals, Space, and More!",National Geographic Kids,,,,Florida,Escambia County Public Schools,2023-2024
Human Body Systems,National Geographic Society,,,,Florida,Escambia County Public Schools,2023-2024
Recovery Road,"Nelson, Blake",,,,Florida,Escambia County Public Schools,2023-2024
The Sky is Everywhere,"Nelson, Jandy",,,,Florida,Escambia County Public Schools,2023-2024
More Than This,"Ness, Patrick",,,,Florida,Escambia County Public Schools,2023-2024
The Fifth Sorceress,"Newcomb, Robert",,,,Florida,Escambia County Public Schools,2023-2024
The Encyclopedia of Serial Killers,"Newton, Michael",,,,Florida,Escambia County Public Schools,2023-2024
Everything I Never Told You,"Ng, Celeste",,,,Florida,Escambia County Public Schools,2023-2024
Girls of Paper and Fire,"Ngan, Natasha","Patterson, James",,,Florida,Escambia County Public Schools,2023-2024
The Captive Kingdom,"Nielsen, Jennifer A.",,,,Florida,Escambia County Public Schools,2023-2024
The Deceiver's Heart,"Nielsen, Jennifer A.",,,,Florida,Escambia County Public Schools,2023-2024
The Traitor's Game,"Nielsen, Jennifer A.",,,,Florida,Escambia County Public Schools,2023-2024
The Warrior's Curse,"Nielsen, Jennifer A.",,,,Florida,Escambia County Public Schools,2023-2024
Nigeria,"Nnoromele, Salome",,,,Florida,Escambia County Public Schools,2023-2024
Blue Moon (AN),"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
Dark Flame,"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
Evermore,"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
Kiss and Blog,"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
Night Star,"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
Saving Zoë,"Noël, Alyson",,,,Florida,Escambia County Public Schools,2023-2024
The Prison Healer,"Noni, Lynette",,,,Florida,Escambia County Public Schools,2023-2024
Layoverland,"Noone, Gabby",,,,Florida,Escambia County Public Schools,2023-2024
Paul McCartney: The Life,"Norman, Philip",,,,Florida,Escambia County Public Schools,2023-2024
2021 Book of World Records,"O'Brien, Cynthia",,,,Florida,Escambia County Public Schools,2023-2024
"Best and Buzzworthy 2017: World Records, Trending Topics, and Viral Moments","O'Brien, Cynthia",,,,Florida,Escambia County Public Schools,2023-2024
The Complete Stories,"O'Connor, Flannery",,,,Florida,Escambia County Public Schools,2023-2024
Killing Jesus: A History,"O'Reilly, Bill",,,,Florida,Escambia County Public Schools,2023-2024
Killing Lincoln: A Shocking Assassination that Changed America Forever,"O'Reilly, Bill",,,,Florida,Escambia County Public Schools,2023-2024
Killing Reagan: The Violent Assault That Changed a Presidency,"O'Reilly, Bill",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 10","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
